text,sentiment,sentiment_label
.@JetBlue process begins 6:48,0.0,Neutral
.@JetBlue yes. Filed a claim and they issued $30 credit as a courtesy. The whole thing seems exceptionally uncourteous to me.,0.7783,Positive
.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.,0.8225,Positive
@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!,0.3682,Positive
@JetBlue I'm a trying ! But I'm tired and getting grumpy !,-0.6634,Negative
"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning",0.0,Neutral
@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,0.0,Neutral
"@JetBlue looks like their inflatable car seats got left on the plane, so I guess they'll be back sometime!! #savethoseseats",0.4738,Positive
@JetBlue imma need the hook up tho,0.0,Neutral
@JetBlue thanks!,0.4926,Positive
@JetBlue so what about California,0.0,Neutral
@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️,0.4404,Positive
@JetBlue Hawaii what deals u have for me,0.0,Neutral
@JetBlue Thank you.,0.3612,Positive
@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt,0.0,Neutral
@JetBlue y'all got prices for the low??,-0.3527,Negative
@JetBlue - looking forward to it when we finally take off.,0.0,Neutral
"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed.",-0.3291,Negative
"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",-0.0516,Negative
@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?,-0.3182,Negative
@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off,-0.3182,Negative
@JetBlue Please come to Indianapolis!,0.3802,Positive
@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight,0.0,Neutral
@JetBlue When will you release November flights for Flight Booking Problems?,-0.4019,Negative
".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF",-0.8179,Negative
@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere,0.0,Neutral
@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎,0.0,Neutral
Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,0.1779,Positive
@JetBlue do you know when the schedule for dec 2015 will be released?,0.0,Neutral
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,0.0,Neutral
@JetBlue okay thanks. Hope to be flying with you guys soon!,0.7901,Positive
@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,0.0,Neutral
@JetBlue I'm flying your airline just out of #LGA 😷,0.0,Neutral
@JetBlue he loved the #natural #beefjerky snacks😉,0.7506,Positive
@JetBlue thanks for your reply. It was flight 1572.,0.4404,Positive
@JetBlue who is he I must send a note!!! Too good for words!,0.6209,Positive
"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",0.8356,Positive
@JetBlue can't seem to DM you guys.. JDHADP,0.0,Neutral
@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!,0.8172,Positive
@JetBlue Two delays.  A little proactive communication goes a long way. #howhardcanthatreallybe?,0.3626,Positive
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,-0.6249,Negative
@JetBlue It was fabulous! Very pleased.,0.7836,Positive
@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt,0.6476,Positive
@JetBlue you know it!!,0.0,Neutral
@JetBlue @hanneslohmann cool,0.3182,Positive
@JetBlue u the real MVP http://t.co/jWL26G6lRw,0.0,Neutral
@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!,0.673,Positive
"@JetBlue messaged you, thanks",0.4404,Positive
@JetBlue will I be compensated for delays or Cancelled Flightlation?,-0.25,Negative
@JetBlue I will. Thank you!,0.4199,Positive
@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?,0.4329,Positive
"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue",-0.4939,Negative
@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,0.8225,Positive
"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time..",-0.2263,Negative
"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",0.0,Neutral
@JetBlue I have more flights that I'd love to redeem for some points but they're a little over a year old. Is there a historical limit?,0.3818,Positive
@JetBlue has the worst customer service out of any airline company. #dontflythem,-0.6249,Negative
@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,-0.4696,Negative
"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",-0.7156,Negative
@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,0.8805,Positive
@JetBlue can I switch my seat for my trip on Sunday?,0.0,Neutral
@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),-0.2018,Negative
@JetBlue what is the reason for the delay,-0.3182,Negative
@JetBlue where do I add my AA loyalty number to my Jetblue reservation?,0.5859,Positive
@JetBlue I'll see you on board again soon!,0.0,Neutral
@JetBlue is flt 1202 delayed?,-0.2263,Negative
@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,0.0,Neutral
@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,0.0,Neutral
@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,0.0,Neutral
@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,0.4199,Positive
@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,0.0,Neutral
@JetBlue well mine sure aren't anything to write home about!,0.5707,Positive
This is so smart it makes me angry MT @JetBlue: We’ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe,0.5836,Positive
@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,0.8118,Positive
@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P,0.6004,Positive
@JetBlue i love this song &lt;3 thanks @JetBlue,0.7964,Positive
@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,0.0,Neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r,0.0,Neutral
@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta,0.6486,Positive
@JetBlue currently dancing in the terminal. love Stevie!,0.6696,Positive
@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),0.8932,Positive
@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,0.3291,Positive
@JetBlue will you please start offering more routes out of @triflight to more locations,0.3182,Positive
"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHeros”",0.8847,Positive
@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica,0.1779,Positive
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy,-0.128,Negative
@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me,-0.3089,Negative
@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest,0.0,Neutral
@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,0.8427,Positive
@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,-0.6759,Negative
@JetBlue sent :-) curious to see what kind of comp we get.,0.5574,Positive
@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊,0.8439,Positive
@JetBlue why don't you fly to #nashville? :(,-0.4404,Negative
"@JetBlue I ❤️ Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx &amp; got in 2 hrs Late Flight. What will be done?",0.0,Neutral
@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?,-0.2263,Negative
@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet,0.7531,Positive
@JetBlue what's a good address to send feedback over email?,0.4404,Positive
@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,0.7845,Positive
@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,-0.372,Negative
@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing,0.0,Neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S,-0.128,Negative
@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.,0.2808,Positive
"@JetBlue basically stole my glasses, and now I can't drive or see in my classes and they're not answering my phone calls. #thanksJetBlue",0.0,Neutral
@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,0.7836,Positive
"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",-0.4194,Negative
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,-0.128,Negative
@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,0.5859,Positive
@JetBlue I definitely will. Thanks!,0.7088,Positive
@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW,0.0,Neutral
@JetBlue something they're not telling us (2),0.0,Neutral
@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),0.0,Neutral
@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,-0.5106,Negative
@JetBlue thanks for the heads up about the 2 hour delay #sarcasm #patienceiswearingthin #woof,-0.0772,Negative
@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,0.8264,Positive
"@jetblue when i sign in into TrueBlue, why do I have to do it twice? happens to everyone around me",0.0,Neutral
@JetBlue mechanical failure isn't Boston' fault.,-0.2598,Negative
@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;),0.5267,Positive
@JetBlue 290 to Boston,0.0,Neutral
@JetBlue thanks bae,0.4404,Positive
@JetBlue I’m going to miss a hugely important meeting because of your constant delays #itscostingmeincome,0.1263,Positive
@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air,0.5719,Positive
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",0.4926,Positive
@JetBlue when your flights delayed :)))&gt;&gt;&gt;,-0.2263,Negative
"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love",0.6369,Positive
@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,-0.3527,Negative
@JetBlue you guys rock!! http://t.co/LA397zaoAY,0.0,Neutral
"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",0.4295,Positive
